Date, Instance, Algorithm, RandSeed, Duration, IterCount, GenerationCount, Optima, Solution
2014-11-09 Sun 11:55:00, DSJC250.1.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 0.071, 0, 0, 0, (8)3 4 5 3 0 1 2 4 1 5 0 0 6 2 3 6 2 0 6 4 6 3 7 2 1 1 3 2 2 5 5 1 7 2 4 1 4 1 3 0 6 4 0 6 1 7 1 6 7 2 6 3 0 0 6 7 5 4 4 0 1 3 2 2 6 6 5 0 4 1 5 3 1 5 1 7 0 1 6 6 0 7 7 4 4 3 6 7 1 5 4 6 4 7 4 5 2 0 7 4 0 2 4 3 0 0 5 0 0 7 7 7 4 6 1 6 2 2 0 0 5 0 4 5 5 1 6 3 5 2 7 2 7 1 2 6 7 7 6 5 7 6 0 4 4 7 3 3 3 7 6 1 0 5 0 5 4 3 7 4 6 6 6 7 3 1 6 6 3 1 1 2 3 2 0 3 0 3 2 5 2 1 6 0 4 2 2 3 1 0 4 4 4 2 5 6 1 2 7 1 3 5 2 3 1 3 2 2 1 1 3 4 0 6 3 4 0 5 7 7 0 5 3 1 5 7 3 5 3 3 0 6 5 4 4 5 6 5 1 3 2 1 2 7 6 0 4 2 7 0 
2014-11-09 Sun 11:55:00, DSJC250.1.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 0.071, 0, 0, 0, (8)3 4 5 3 0 1 2 4 1 5 0 0 6 2 3 6 2 0 6 4 6 3 7 2 1 1 3 2 2 5 5 1 7 2 4 1 4 1 3 0 6 4 0 6 1 7 1 6 7 2 6 3 0 0 6 7 5 4 4 0 1 3 2 2 6 6 5 0 4 1 5 3 1 5 1 7 0 1 6 6 0 7 7 4 4 3 6 7 1 5 4 6 4 7 4 5 2 0 7 4 0 2 4 3 0 0 5 0 0 7 7 7 4 6 1 6 2 2 0 0 5 0 4 5 5 1 6 3 5 2 7 2 7 1 2 6 7 7 6 5 7 6 0 4 4 7 3 3 3 7 6 1 0 5 0 5 4 3 7 4 6 6 6 7 3 1 6 6 3 1 1 2 3 2 0 3 0 3 2 5 2 1 6 0 4 2 2 3 1 0 4 4 4 2 5 6 1 2 7 1 3 5 2 3 1 3 2 2 1 1 3 4 0 6 3 4 0 5 7 7 0 5 3 1 5 7 3 5 3 3 0 6 5 4 4 5 6 5 1 3 2 1 2 7 6 0 4 2 7 0 
2014-11-09 Sun 11:55:00, DSJC250.1.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 0.07, 0, 0, 0, (8)3 4 5 3 0 1 2 4 1 5 0 0 6 2 3 6 2 0 6 4 6 3 7 2 1 1 3 2 2 5 5 1 7 2 4 1 4 1 3 0 6 4 0 6 1 7 1 6 7 2 6 3 0 0 6 7 5 4 4 0 1 3 2 2 6 6 5 0 4 1 5 3 1 5 1 7 0 1 6 6 0 7 7 4 4 3 6 7 1 5 4 6 4 7 4 5 2 0 7 4 0 2 4 3 0 0 5 0 0 7 7 7 4 6 1 6 2 2 0 0 5 0 4 5 5 1 6 3 5 2 7 2 7 1 2 6 7 7 6 5 7 6 0 4 4 7 3 3 3 7 6 1 0 5 0 5 4 3 7 4 6 6 6 7 3 1 6 6 3 1 1 2 3 2 0 3 0 3 2 5 2 1 6 0 4 2 2 3 1 0 4 4 4 2 5 6 1 2 7 1 3 5 2 3 1 3 2 2 1 1 3 4 0 6 3 4 0 5 7 7 0 5 3 1 5 7 3 5 3 3 0 6 5 4 4 5 6 5 1 3 2 1 2 7 6 0 4 2 7 0 
2014-11-09 Sun 11:55:00, DSJC250.1.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 0.07, 0, 0, 0, (8)3 4 5 3 0 1 2 4 1 5 0 0 6 2 3 6 2 0 6 4 6 3 7 2 1 1 3 2 2 5 5 1 7 2 4 1 4 1 3 0 6 4 0 6 1 7 1 6 7 2 6 3 0 0 6 7 5 4 4 0 1 3 2 2 6 6 5 0 4 1 5 3 1 5 1 7 0 1 6 6 0 7 7 4 4 3 6 7 1 5 4 6 4 7 4 5 2 0 7 4 0 2 4 3 0 0 5 0 0 7 7 7 4 6 1 6 2 2 0 0 5 0 4 5 5 1 6 3 5 2 7 2 7 1 2 6 7 7 6 5 7 6 0 4 4 7 3 3 3 7 6 1 0 5 0 5 4 3 7 4 6 6 6 7 3 1 6 6 3 1 1 2 3 2 0 3 0 3 2 5 2 1 6 0 4 2 2 3 1 0 4 4 4 2 5 6 1 2 7 1 3 5 2 3 1 3 2 2 1 1 3 4 0 6 3 4 0 5 7 7 0 5 3 1 5 7 3 5 3 3 0 6 5 4 4 5 6 5 1 3 2 1 2 7 6 0 4 2 7 0 
2014-11-09 Sun 11:55:00, DSJC250.1.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 0.07, 0, 0, 0, (8)3 4 5 3 0 1 2 4 1 5 0 0 6 2 3 6 2 0 6 4 6 3 7 2 1 1 3 2 2 5 5 1 7 2 4 1 4 1 3 0 6 4 0 6 1 7 1 6 7 2 6 3 0 0 6 7 5 4 4 0 1 3 2 2 6 6 5 0 4 1 5 3 1 5 1 7 0 1 6 6 0 7 7 4 4 3 6 7 1 5 4 6 4 7 4 5 2 0 7 4 0 2 4 3 0 0 5 0 0 7 7 7 4 6 1 6 2 2 0 0 5 0 4 5 5 1 6 3 5 2 7 2 7 1 2 6 7 7 6 5 7 6 0 4 4 7 3 3 3 7 6 1 0 5 0 5 4 3 7 4 6 6 6 7 3 1 6 6 3 1 1 2 3 2 0 3 0 3 2 5 2 1 6 0 4 2 2 3 1 0 4 4 4 2 5 6 1 2 7 1 3 5 2 3 1 3 2 2 1 1 3 4 0 6 3 4 0 5 7 7 0 5 3 1 5 7 3 5 3 3 0 6 5 4 4 5 6 5 1 3 2 1 2 7 6 0 4 2 7 0 
2014-11-09 Sun 11:55:00, DSJC250.1.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 0.071, 0, 0, 0, (8)3 4 5 3 0 1 2 4 1 5 0 0 6 2 3 6 2 0 6 4 6 3 7 2 1 1 3 2 2 5 5 1 7 2 4 1 4 1 3 0 6 4 0 6 1 7 1 6 7 2 6 3 0 0 6 7 5 4 4 0 1 3 2 2 6 6 5 0 4 1 5 3 1 5 1 7 0 1 6 6 0 7 7 4 4 3 6 7 1 5 4 6 4 7 4 5 2 0 7 4 0 2 4 3 0 0 5 0 0 7 7 7 4 6 1 6 2 2 0 0 5 0 4 5 5 1 6 3 5 2 7 2 7 1 2 6 7 7 6 5 7 6 0 4 4 7 3 3 3 7 6 1 0 5 0 5 4 3 7 4 6 6 6 7 3 1 6 6 3 1 1 2 3 2 0 3 0 3 2 5 2 1 6 0 4 2 2 3 1 0 4 4 4 2 5 6 1 2 7 1 3 5 2 3 1 3 2 2 1 1 3 4 0 6 3 4 0 5 7 7 0 5 3 1 5 7 3 5 3 3 0 6 5 4 4 5 6 5 1 3 2 1 2 7 6 0 4 2 7 0 
2014-11-09 Sun 11:56:32, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505300, 91.653, 18221146, 182, 0, (28)18 26 22 3 15 15 15 6 6 2 4 18 19 7 7 19 18 26 17 27 11 1 12 13 16 2 13 1 21 5 3 13 11 24 19 3 5 13 14 14 8 23 12 27 25 5 4 3 15 1 21 1 16 7 25 24 14 1 13 1 19 17 8 23 22 9 20 14 10 20 2 26 18 26 19 20 9 9 15 0 9 7 7 3 1 7 10 27 19 25 3 20 4 9 13 24 0 3 8 0 22 2 2 9 0 8 16 24 1 18 27 12 0 12 13 11 22 15 6 3 10 25 10 19 17 5 20 0 4 14 4 21 13 12 12 5 1 25 11 4 15 5 14 8 2 17 19 6 7 14 19 6 24 5 25 18 16 25 21 9 3 6 5 3 21 0 10 5 3 2 13 22 12 10 21 17 7 23 20 4 10 16 6 26 4 23 18 0 24 21 8 12 27 8 4 7 17 8 27 2 16 26 9 11 12 10 22 11 23 0 14 2 14 1 11 5 23 20 6 7 1 26 11 19 16 15 22 22 5 10 24 14 0 24 16 16 20 25 20 26 21 26 2 8 18 0 27 8 15 4 
2014-11-09 Sun 11:56:45, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505392, 12.75, 1420573, 14, 0, (28)8 22 17 25 1 15 15 11 19 9 25 23 16 6 6 24 2 18 2 2 12 14 7 25 18 3 9 26 1 4 14 15 24 24 21 7 8 19 13 13 17 12 22 8 7 18 2 19 1 7 27 14 0 6 7 27 13 14 9 4 24 7 10 8 24 2 19 13 15 24 3 9 20 26 15 5 5 14 15 0 23 6 6 16 26 6 21 21 11 9 2 14 22 18 5 2 0 10 10 0 26 3 3 22 0 10 12 22 23 26 25 4 0 1 9 27 25 7 11 20 21 18 21 17 11 24 12 0 12 13 15 26 9 7 18 24 8 7 17 5 23 0 13 10 3 2 23 11 6 13 4 11 8 4 2 20 1 11 27 5 27 14 20 20 14 0 21 8 22 3 5 25 12 21 9 7 6 16 17 26 14 27 2 12 16 2 23 22 25 1 10 17 4 10 5 6 11 10 4 3 18 4 5 27 19 12 21 27 16 0 13 3 13 19 27 15 4 1 11 6 9 19 25 16 8 5 27 17 15 21 12 13 0 17 19 8 17 1 20 12 23 19 3 10 20 0 4 10 17 15 
2014-11-09 Sun 11:58:17, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505405, 92.426, 17907310, 179, 0, (28)8 17 27 24 8 20 20 19 26 19 19 22 12 22 4 14 2 23 14 20 18 1 26 26 17 15 15 1 16 6 15 19 7 12 4 14 6 17 2 24 9 19 25 12 4 6 12 27 20 1 16 20 15 24 24 2 7 15 5 1 24 4 9 21 10 26 13 27 5 13 7 17 16 4 11 13 21 12 24 0 5 14 20 12 1 25 5 4 10 21 12 13 13 21 7 2 0 27 9 0 23 16 18 21 0 9 18 1 1 4 8 17 0 26 19 2 26 20 10 26 5 8 4 10 10 6 3 0 24 22 23 23 25 23 18 6 22 7 11 7 20 6 13 9 16 7 15 10 2 23 24 10 23 6 4 8 23 14 16 21 25 20 6 5 19 0 5 6 11 22 15 3 18 5 7 21 4 11 13 26 8 13 7 23 12 3 1 0 2 16 9 18 27 9 21 22 10 9 7 22 17 22 21 3 18 18 5 3 14 0 2 11 15 1 12 6 11 3 10 14 1 11 3 14 25 22 25 25 6 5 18 2 0 2 27 23 13 8 1 24 16 17 24 9 3 0 3 9 20 3 
2014-11-09 Sun 11:58:27, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505497, 9.358, 806923, 8, 0, (28)9 25 19 23 17 22 10 17 22 8 23 24 14 19 2 16 21 9 1 2 11 18 4 16 24 8 16 15 13 5 18 16 23 15 2 1 21 22 21 3 7 11 20 18 2 24 14 22 17 10 6 10 0 14 18 6 5 9 27 5 15 2 1 9 4 1 3 15 27 12 8 15 13 2 26 13 23 13 10 0 27 1 23 18 25 1 27 2 14 16 24 23 25 9 5 21 0 22 15 0 21 8 8 9 0 14 11 15 12 2 20 20 0 17 16 21 19 10 4 25 27 24 2 14 10 4 11 0 11 26 20 13 16 24 24 7 15 4 7 23 1 0 15 1 8 26 3 12 21 26 3 14 9 5 2 12 20 16 6 3 6 1 24 27 9 0 27 4 25 8 7 6 11 27 4 10 2 19 7 12 22 20 25 11 3 25 15 25 21 18 12 20 5 12 23 12 13 12 5 8 17 5 26 6 18 11 27 6 1 0 21 8 26 22 6 10 5 17 14 16 10 19 17 3 20 4 6 7 13 27 11 21 0 21 22 4 7 17 9 11 18 22 8 22 24 0 5 4 7 16 
2014-11-09 Sun 11:58:50, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505507, 23.368, 3450047, 34, 0, (28)11 26 18 25 11 24 22 13 24 1 17 12 2 21 3 11 10 23 19 3 25 1 16 5 4 5 5 15 11 6 26 20 6 2 3 19 10 24 10 14 23 9 16 2 3 7 2 24 22 22 1 22 0 20 9 4 6 27 5 22 18 3 19 23 17 19 24 18 15 7 6 4 1 3 11 26 27 2 22 0 24 19 6 2 4 19 17 3 13 5 2 7 7 23 6 10 0 24 4 0 10 1 21 27 0 18 11 27 13 3 12 16 0 16 26 10 21 14 13 20 26 25 3 18 13 10 8 0 6 12 16 1 5 16 16 23 18 14 23 6 19 0 9 19 1 12 18 13 10 7 22 14 27 26 3 25 15 14 1 6 20 19 4 21 7 0 7 20 18 21 23 8 16 5 5 27 3 26 23 20 24 25 5 25 2 8 9 20 17 1 17 16 17 17 6 20 13 22 25 21 9 11 12 8 16 15 18 8 19 0 10 21 12 24 2 25 4 8 13 5 20 9 8 14 15 27 25 12 11 26 23 10 0 10 24 15 17 11 7 18 1 24 21 7 8 0 8 23 22 8 
2014-11-09 Sun 11:59:16, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505530, 25.513, 3999120, 39, 0, (28)16 24 27 4 16 2 17 5 8 11 24 22 12 20 3 16 1 10 13 3 19 11 15 25 17 2 22 26 16 21 25 25 21 12 3 9 1 27 1 4 27 19 15 12 3 10 12 8 17 26 11 26 0 4 4 24 21 26 9 26 4 3 23 17 27 15 10 8 22 8 21 5 11 3 16 18 17 12 4 0 9 14 21 12 26 20 18 3 13 17 12 18 18 10 21 1 0 23 23 0 1 11 22 13 0 23 16 7 26 3 7 15 0 15 14 1 20 14 27 8 9 19 3 27 14 1 6 0 4 7 15 11 25 17 15 10 26 27 10 21 19 0 18 23 11 7 27 19 1 22 4 13 18 21 3 8 22 14 11 17 2 14 5 9 2 0 9 8 9 26 10 6 15 25 20 5 3 25 18 27 18 19 7 22 12 6 14 7 24 11 8 15 24 23 21 20 14 23 21 20 17 16 7 6 15 10 9 6 13 0 1 5 7 2 12 14 5 6 5 13 26 24 6 13 19 20 2 7 16 9 20 1 0 1 8 19 18 16 10 4 11 17 4 23 6 0 6 23 10 6 
2014-11-09 Sun 11:59:16, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505556, 0.678, 0, 0, 0, (28)24 21 7 5 11 17 20 4 2 0 5 2 16 8 8 16 1 18 23 23 4 3 19 20 12 0 9 22 11 8 27 20 9 15 16 19 26 9 14 13 7 6 13 12 19 24 1 17 11 19 23 23 10 8 19 21 13 24 20 3 15 19 17 21 13 6 17 25 12 15 0 9 23 15 16 2 24 6 17 10 7 11 8 1 3 8 24 14 16 11 26 26 25 24 20 14 10 2 21 10 14 0 0 14 10 26 22 3 3 3 27 9 10 11 5 17 22 19 26 1 14 4 9 7 23 15 1 10 20 25 17 27 18 19 22 15 12 19 7 2 23 10 25 26 0 9 16 4 8 25 16 14 2 15 1 5 22 14 21 2 17 4 4 26 6 10 24 23 27 0 15 21 22 20 12 19 8 27 7 20 26 4 25 9 16 1 3 27 5 6 5 3 18 5 24 8 18 26 9 0 13 18 2 13 1 6 18 13 1 10 25 0 25 17 23 15 9 11 14 8 3 18 22 16 12 2 13 7 11 5 15 4 10 7 7 12 4 11 3 6 1 17 0 24 13 10 18 18 7 5 
2014-11-09 Sun 11:59:17, DSJC250.5.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505556, 0.678, 0, 0, 0, (28)24 21 7 5 11 17 20 4 2 0 5 2 16 8 8 16 1 18 23 23 4 3 19 20 12 0 9 22 11 8 27 20 9 15 16 19 26 9 14 13 7 6 13 12 19 24 1 17 11 19 23 23 10 8 19 21 13 24 20 3 15 19 17 21 13 6 17 25 12 15 0 9 23 15 16 2 24 6 17 10 7 11 8 1 3 8 24 14 16 11 26 26 25 24 20 14 10 2 21 10 14 0 0 14 10 26 22 3 3 3 27 9 10 11 5 17 22 19 26 1 14 4 9 7 23 15 1 10 20 25 17 27 18 19 22 15 12 19 7 2 23 10 25 26 0 9 16 4 8 25 16 14 2 15 1 5 22 14 21 2 17 4 4 26 6 10 24 23 27 0 15 21 22 20 12 19 8 27 7 20 26 4 25 9 16 1 3 27 5 6 5 3 18 5 24 8 18 26 9 0 13 18 2 13 1 6 18 13 1 10 25 0 25 17 23 15 9 11 14 8 3 18 22 16 12 2 13 7 11 5 15 4 10 7 7 12 4 11 3 6 1 17 0 24 13 10 18 18 7 5 
2014-11-09 Sun 11:59:18, DSJC250.9.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505557, 1.369, 0, 0, 0, (72)45 64 23 34 20 45 22 46 17 57 13 58 39 40 57 0 3 65 39 33 67 38 7 52 47 24 54 19 6 38 70 62 26 35 5 51 10 11 45 64 44 65 3 70 55 57 21 4 49 3 34 10 68 17 61 35 1 56 18 32 5 15 42 12 6 2 59 71 9 20 31 41 36 14 64 39 46 54 55 71 25 29 69 28 50 8 17 58 47 51 54 55 36 40 22 30 49 48 27 24 59 53 13 65 27 16 44 19 22 41 42 12 37 12 28 25 15 27 41 9 34 2 43 7 59 71 68 43 26 57 23 30 29 25 50 46 8 62 67 6 62 9 53 28 0 32 44 64 56 31 67 19 60 28 60 66 3 26 48 16 37 39 58 10 11 43 40 7 1 6 31 32 1 54 65 48 38 37 58 4 42 0 69 23 36 18 69 53 34 61 63 41 60 66 2 25 50 59 18 4 19 13 15 52 63 66 7 52 5 66 49 47 29 14 9 20 4 26 35 0 42 12 51 49 70 69 21 13 11 61 45 63 17 16 33 35 70 8 56 68 33 14 53 22 51 27 34 30 21 63 
2014-11-09 Sun 11:59:20, DSJC250.9.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505558, 1.694, 0, 0, 0, (72)23 29 21 37 48 23 7 62 17 64 67 1 50 45 64 36 13 41 16 69 35 14 18 38 49 70 51 12 66 10 20 63 24 61 54 33 42 50 23 29 65 41 13 54 25 64 4 22 62 13 37 42 11 17 10 61 70 39 45 55 11 28 53 44 66 16 59 60 57 48 30 56 19 32 29 32 24 51 28 60 39 55 24 21 60 58 17 1 49 33 51 57 19 32 8 70 44 71 3 31 59 2 67 41 3 47 25 12 36 56 53 44 54 27 39 26 68 3 56 15 37 14 0 18 59 57 69 0 52 64 6 7 9 26 45 14 34 63 10 66 63 34 2 21 36 6 65 29 35 58 5 12 52 21 52 46 13 5 71 47 58 32 1 42 65 0 43 18 8 66 25 6 8 51 41 71 27 20 1 22 53 5 9 47 19 5 28 2 37 30 40 56 15 46 24 26 39 59 9 22 12 67 34 38 40 46 18 38 57 46 43 49 55 27 70 48 22 16 61 68 53 44 33 62 68 47 4 67 27 30 23 40 17 54 43 61 50 43 31 11 69 15 2 68 33 3 37 7 4 40 
2014-11-09 Sun 11:59:22, DSJC250.9.col, HEA(PS=8|GC=10000|IC=100000|TB=0|MN=2), 1415505560, 1.617, 0, 0, 0, (72)58 36 69 62 17 58 13 55 1 32 26 37 6 18 32 16 50 66 6 37 24 46 61 60 35 51 30 54 37 38 27 59 39 49 3 5 10 16 58 68 26 23 50 3 70 32 61 17 42 50 62 10 23 2 38 49 51 31 48 53 68 63 64 4 33 18 33 25 39 67 53 56 28 66 37 6 63 44 68 25 71 9 15 41 25 57 12 34 35 5 52 70 28 71 0 51 4 69 21 52 12 45 46 67 21 13 14 54 43 56 64 4 3 17 41 71 22 21 56 29 62 46 40 13 48 39 7 40 47 32 8 67 35 27 48 22 20 59 38 33 59 23 45 41 61 8 44 14 55 57 11 54 47 41 47 65 50 11 2 60 9 6 30 10 24 40 1 42 0 33 22 8 0 24 21 23 43 60 34 70 64 11 15 18 28 11 15 45 62 43 19 56 29 65 52 71 27 57 16 27 54 14 63 55 19 65 30 36 39 65 1 44 53 26 51 31 2 20 49 30 64 4 5 42 26 15 9 7 17 36 58 19 12 3 1 49 31 20 34 7 66 29 45 12 5 13 62 69 36 19 
